trnOpDate,gateInComingCnt,gateOutGoingCnt,totalPass
2007/2/5,15558,16836,32394
2007/2/6,14961,15747,30708
2007/2/7,15130,15522,30652
2007/2/8,15147,15962,31109
2007/2/9,18708,18908,37616
2007/2/10,19551,18482,38033
2007/2/11,18820,20950,39770
2007/2/12,17159,18068,35227
2007/2/13,16247,16802,33049
2007/2/14,18266,18948,37214
2007/2/15,17701,15942,33643
2007/2/16,18584,16437,35021
2007/2/17,12778,10734,23512
2007/2/18,17540,18060,35600
2007/2/19,17697,18839,36536
2007/2/20,20371,21637,42008
2007/2/21,22094,23232,45326
2007/2/22,20978,22908,43886
2007/2/23,22210,24248,46458
2007/2/24,21058,23187,44245
2007/2/25,17339,20720,38059
2007/2/26,14571,16095,30666
2007/2/27,15686,15855,31541
2007/2/28,21786,23381,45167
2007/3/1,12072,12780,24852
2007/3/2,17129,14856,31985
2007/3/3,16830,15950,32780
2007/3/4,17679,20714,38393
2007/3/5,12301,14597,26898
2007/3/6,10324,10877,21201
2007/3/7,10407,11261,21668
2007/3/8,10986,11338,22324
2007/3/9,18737,16986,35723
2007/3/10,18483,18412,36895
2007/3/11,17752,20603,38355
2007/3/12,13968,14956,28924
2007/3/13,10810,12125,22935
2007/3/14,12360,12704,25064
2007/3/15,12175,12477,24652
2007/3/16,19045,19315,38360
2007/3/17,20367,19725,40092
2007/3/18,19767,22338,42105
2007/3/19,11966,13453,25419
2007/3/20,10590,11277,21867
2007/3/21,10863,11137,22000
2007/3/22,10980,11353,22333
2007/3/23,17697,16229,33926
2007/3/24,18212,17215,35427
2007/3/25,16579,19759,36338
2007/3/26,11936,13792,25728
2007/3/27,10080,10918,20998
2007/3/28,10460,11378,21838
2007/3/29,10878,11339,22217
2007/3/30,16680,15810,32490
2007/3/31,17703,17028,34731
2007/4/1,16838,19696,36534
2007/4/2,13382,12320,25702
2007/4/3,12863,12734,25597
2007/4/4,22793,19675,42468
2007/4/5,17807,16315,34122
2007/4/6,17541,17899,35440
2007/4/7,16917,18508,35425
2007/4/8,19157,24318,43475
2007/4/9,13245,15094,28339
2007/4/10,11009,11149,22158
2007/4/11,11900,12111,24011
2007/4/12,12642,12714,25356
2007/4/13,16751,15385,32136
2007/4/14,18054,17214,35268
2007/4/15,18576,21468,40044
2007/4/16,12803,14163,26966
2007/4/17,11345,11859,23204
2007/4/18,10959,11152,22111
2007/4/19,11858,12455,24313
2007/4/20,19008,17339,36347
2007/4/21,18605,18074,36679
2007/4/22,17412,20424,37836
2007/4/23,11412,12879,24291
2007/4/24,10480,10925,21405
2007/4/25,10952,11383,22335
2007/4/26,11834,12043,23877
2007/4/27,18836,17181,36017
2007/4/28,18642,17870,36512
2007/4/29,18969,21508,40477
2007/4/30,12479,14343,26822
2007/5/1,12185,13604,25789
2007/5/2,10764,11531,22295
2007/5/3,10807,11542,22349
2007/5/4,17379,16054,33433
2007/5/5,15558,15152,30710
2007/5/6,18423,20991,39414
2007/5/7,12300,14182,26482
2007/5/8,11061,11357,22418
2007/5/9,11224,11746,22970
2007/5/10,12404,12147,24551
2007/5/11,22094,19055,41149
2007/5/12,20961,18611,39572
2007/5/13,19605,25028,44633
2007/5/14,13247,16021,29268
2007/5/15,10812,11498,22310
2007/5/16,11225,11745,22970
2007/5/17,10649,11399,22048
2007/5/18,17746,16071,33817
2007/5/19,15998,15700,31698
2007/5/20,15536,17837,33373
2007/5/21,11529,13368,24897
2007/5/22,11527,11661,23188
2007/5/23,11110,11909,23019
2007/5/24,11348,11933,23281
2007/5/25,17696,16018,33714
2007/5/26,18230,17028,35258
2007/5/27,18277,21536,39813
2007/5/28,11879,13695,25574
2007/5/29,10220,10883,21103
2007/5/30,11014,11193,22207
2007/5/31,10882,11388,22270
2007/6/1,17521,16370,33891
2007/6/2,17903,17303,35206
2007/6/3,17584,20283,37867
2007/6/4,10805,12859,23664
2007/6/5,10016,10624,20640
2007/6/6,10400,10476,20876
2007/6/7,10627,10531,21158
2007/6/8,16323,15016,31339
2007/6/9,16600,15418,32018
2007/6/10,16352,19597,35949
2007/6/11,12061,13650,25711
2007/6/12,10237,11100,21337
2007/6/13,10588,11616,22204
2007/6/14,11637,12168,23805
2007/6/15,18157,17149,35306
2007/6/16,20039,17782,37821
2007/6/17,17194,17968,35162
2007/6/18,15747,16908,32655
2007/6/19,16535,20493,37028
2007/6/20,12992,15234,28226
2007/6/21,12711,13243,25954
2007/6/22,14738,14338,29076
2007/6/23,14742,14465,29207
2007/6/24,15187,16802,31989
2007/6/25,10924,12540,23464
2007/6/26,10046,10691,20737
2007/6/27,10004,10474,20478
2007/6/28,10582,10921,21503
2007/6/29,16895,15961,32856
2007/6/30,17327,17349,34676
2007/7/1,17215,18754,35969
2007/7/2,14308,15689,29997
2007/7/3,13887,14536,28423
2007/7/4,13819,14598,28417
2007/7/5,14385,14686,29071
2007/7/6,18038,17186,35224
2007/7/7,18014,17230,35244
2007/7/8,17491,19951,37442
2007/7/9,14515,16176,30691
2007/7/10,13398,14353,27751
2007/7/11,14926,15238,30164
2007/7/12,13852,14457,28309
2007/7/13,18098,17705,35803
2007/7/14,19003,17993,36996
2007/7/15,18059,20419,38478
2007/7/16,14656,16190,30846
2007/7/17,13483,13749,27232
2007/7/18,13638,13795,27433
2007/7/19,13483,14085,27568
2007/7/20,18287,17113,35400
2007/7/21,17856,17412,35268
2007/7/22,19283,22129,41412
2007/7/23,14087,15527,29614
2007/7/24,12700,13212,25912
2007/7/25,13131,13326,26457
2007/7/26,13415,13653,27068
2007/7/27,17825,16229,34054
2007/7/28,17674,17272,34946
2007/7/29,17206,19991,37197
2007/7/30,13483,14843,28326
2007/7/31,13571,13478,27049
2007/8/1,13350,13853,27203
2007/8/2,12995,13334,26329
2007/8/3,17821,16575,34396
2007/8/4,18000,16586,34586
2007/8/5,17535,21214,38749
2007/8/6,14572,16089,30661
2007/8/7,13241,13639,26880
2007/8/8,11395,11378,22773
2007/8/9,12726,13402,26128
2007/8/10,18282,16769,35051
2007/8/11,18813,18504,37317
2007/8/12,15553,17746,33299
2007/8/13,13549,14531,28080
2007/8/14,13365,13927,27292
2007/8/15,13567,13876,27443
2007/8/16,14830,15095,29925
2007/8/17,16638,15307,31945
2007/8/18,2377,2451,4828
2007/8/19,12980,14724,27704
2007/8/20,14814,15567,30381
2007/8/21,15377,15620,30997
2007/8/22,15325,15758,31083
2007/8/23,15705,15152,30857
2007/8/24,18744,17256,36000
2007/8/25,19909,18496,38405
2007/8/26,18130,21205,39335
2007/8/27,13633,15432,29065
2007/8/28,13887,15016,28903
2007/8/29,12930,13969,26899
2007/8/30,12499,12985,25484
2007/8/31,17216,16337,33553
2007/9/1,17737,16993,34730
2007/9/2,16430,19293,35723
2007/9/3,13531,14773,28304
2007/9/4,11967,12529,24496
2007/9/5,12004,12321,24325
2007/9/6,12105,12987,25092
2007/9/7,17322,15268,32590
2007/9/8,18097,17484,35581
2007/9/9,17850,22126,39976
2007/9/10,12300,14332,26632
2007/9/11,11573,12643,24216
2007/9/12,11532,12530,24062
2007/9/13,10990,12008,22998
2007/9/14,19718,16726,36444
2007/9/15,18775,18150,36925
2007/9/16,18687,22167,40854
2007/9/17,10792,12618,23410
2007/9/18,4637,4612,9249
2007/9/19,10533,11381,21914
2007/9/20,11867,11574,23441
2007/9/21,21405,18551,39956
2007/9/22,20750,17494,38244
2007/9/23,17461,17917,35378
2007/9/24,16539,18038,34577
2007/9/25,19975,25629,45604
2007/9/26,14003,16709,30712
2007/9/27,11873,12628,24501
2007/9/28,14982,14886,29868
2007/9/29,15964,15344,31308
2007/9/30,17118,19517,36635
2007/10/1,11831,13167,24998
2007/10/2,11964,12321,24285
2007/10/3,12466,11483,23949
2007/10/4,10939,11069,22008
2007/10/5,17972,15934,33906
2007/10/6,3152,2709,5861
2007/10/7,10210,12000,22210
2007/10/8,13504,13342,26846
2007/10/9,13993,14151,28144
2007/10/10,17644,18074,35718
2007/10/11,12549,12883,25432
2007/10/12,18168,16890,35058
2007/10/13,17805,16777,34582
2007/10/14,19592,23989,43581
2007/10/15,10259,11928,22187
2007/10/16,11888,12549,24437
2007/10/17,12188,12408,24596
2007/10/18,12382,12830,25212
2007/10/19,20818,18466,39284
2007/10/20,20571,19784,40355
2007/10/21,19951,23292,43243
2007/10/22,12478,13885,26363
2007/10/23,11220,11400,22620
2007/10/24,9073,11065,20138
2007/10/25,8868,8823,17691
2007/10/26,19412,17345,36757
2007/10/27,19927,19219,39146
2007/10/28,19609,22876,42485
2007/10/29,12705,14573,27278
2007/10/30,11167,11710,22877
2007/10/31,11509,11681,23190
2007/11/1,9743,10948,20691
2007/11/2,19192,16927,36119
2007/11/3,18534,17133,35667
2007/11/4,17851,21214,39065
2007/11/5,12339,14160,26499
2007/11/6,10729,11011,21740
2007/11/7,11135,11303,22438
2007/11/8,13099,13664,26763
2007/11/9,20062,18131,38193
2007/11/10,20447,19328,39775
2007/11/11,20320,24307,44627
2007/11/12,13980,15867,29847
2007/11/13,10341,11927,22268
2007/11/14,12289,12867,25156
2007/11/15,13024,13339,26363
2007/11/16,21646,20075,41721
2007/11/17,20011,19219,39230
2007/11/18,19699,23735,43434
2007/11/19,13481,15154,28635
2007/11/20,12694,13198,25892
2007/11/21,12749,12275,25024
2007/11/22,9963,12011,21974
2007/11/23,16849,14597,31446
2007/11/24,17368,16362,33730
2007/11/25,17149,20866,38015
2007/11/26,8961,10509,19470
2007/11/27,10142,10508,20650
2007/11/28,11511,11339,22850
2007/11/29,12315,12869,25184
2007/11/30,17086,16220,33306
2007/12/1,17650,16863,34513
2007/12/2,18756,22650,41406
2007/12/3,13573,14162,27735
2007/12/4,12506,13043,25549
2007/12/5,10065,11896,21961
2007/12/6,11322,12830,24152
2007/12/7,21165,18865,40030
2007/12/8,21884,20655,42539
2007/12/9,20097,23963,44060
2007/12/10,13804,15615,29419
2007/12/11,12436,13035,25471
2007/12/12,12637,12771,25408
2007/12/13,9549,11155,20704
2007/12/14,16842,14872,31714
2007/12/15,20080,18929,39009
2007/12/16,20174,23849,44023
2007/12/17,13575,15218,28793
2007/12/18,12080,12493,24573
2007/12/19,11772,12269,24041
2007/12/20,12635,12882,25517
2007/12/21,19295,17345,36640
2007/12/22,19117,17820,36937
2007/12/23,19327,23775,43102
2007/12/24,10525,13064,23589
2007/12/25,9822,10161,19983
2007/12/26,8970,8964,17934
2007/12/27,8993,9101,18094
2007/12/28,16619,14813,31432
2007/12/29,17010,15575,32585
2007/12/30,16044,17954,33998
2007/12/31,17529,16553,34082
2008/1/1,16847,20485,37332
2008/1/2,8964,10103,19067
2008/1/3,11515,11999,23514
2008/1/4,16701,15728,32429
2008/1/5,16570,15988,32558
2008/1/6,16639,19463,36102
2008/1/7,12356,13870,26226
2008/1/8,11424,12006,23430
2008/1/9,12544,11418,23962
2008/1/10,12538,12639,25177
2008/1/11,19370,15951,35321
2008/1/12,18189,16353,34542
2008/1/13,15516,18982,34498
2008/1/14,12762,13969,26731
2008/1/15,10201,11641,21842
2008/1/16,9715,9086,18801
2008/1/17,9277,8919,18196
2008/1/18,15997,15367,31364
2008/1/19,17163,16765,33928
2008/1/20,15935,18564,34499
2008/1/21,11046,12683,23729
2008/1/22,13343,14129,27472
2008/1/23,12913,13805,26718
2008/1/24,12686,13679,26365
2008/1/25,16997,15628,32625
2008/1/26,15056,14365,29421
2008/1/27,16085,18310,34395
2008/1/28,14067,14371,28438
2008/1/29,11883,12867,24750
2008/1/30,12779,13070,25849
2008/1/31,11953,12526,24479
2008/2/1,15689,14430,30119
2008/2/2,15594,13950,29544
2008/2/3,13510,14454,27964
2008/2/4,15159,14039,29198
2008/2/5,15871,13124,28995
2008/2/6,12665,10271,22936
2008/2/7,15394,15510,30904
2008/2/8,16568,17475,34043
2008/2/9,18588,19970,38558
2008/2/10,21635,23721,45356
2008/2/11,18647,22756,41403
2008/2/12,14018,15533,29551
2008/2/13,13124,14594,27718
2008/2/14,14214,14931,29145
2008/2/15,17198,15953,33151
2008/2/16,18643,17832,36475
2008/2/17,18115,20718,38833
2008/2/18,13232,14471,27703
2008/2/19,13190,12655,25845
2008/2/20,12621,12943,25564
2008/2/21,13786,13125,26911
2008/2/22,19727,17418,37145
2008/2/23,18140,17411,35551
2008/2/24,18060,21105,39165
2008/2/25,13635,14314,27949
2008/2/26,11540,12161,23701
2008/2/27,16377,14516,30893
2008/2/28,17546,16820,34366
2008/2/29,17486,16803,34289
2008/3/1,18217,17425,35642
2008/3/2,18787,22089,40876
2008/3/3,13489,14503,27992
2008/3/4,12384,12532,24916
2008/3/5,12451,12514,24965
2008/3/6,13186,13195,26381
2008/3/7,20010,20982,40992
2008/3/8,22332,21722,44054
2008/3/9,22313,23771,46084
2008/3/10,12963,14456,27419
2008/3/11,12422,12778,25200
2008/3/12,13244,12850,26094
2008/3/13,13349,12792,26141
2008/3/14,18752,16834,35586
2008/3/15,19767,19068,38835
2008/3/16,19503,22280,41783
2008/3/17,13413,14277,27690
2008/3/18,11845,12174,24019
2008/3/19,12465,11637,24102
2008/3/20,14066,13293,27359
2008/3/21,24474,20384,44858
2008/3/22,19696,19079,38775
2008/3/23,18415,24368,42783
2008/3/24,14412,16141,30553
2008/3/25,13077,12668,25745
2008/3/26,13281,12885,26166
2008/3/27,13280,12758,26038
2008/3/28,19018,17075,36093
2008/3/29,19285,18189,37474
2008/3/30,16132,18909,35041
2008/3/31,11255,12425,23680
2008/4/1,11421,11611,23032
2008/4/2,14243,13465,27708
2008/4/3,22772,19273,42045
2008/4/4,19234,17327,36561
2008/4/5,18921,20545,39466
2008/4/6,21881,27452,49333
2008/4/7,14358,16311,30669
2008/4/8,12708,12815,25523
2008/4/9,12273,12287,24560
2008/4/10,13220,12569,25789
2008/4/11,18283,16749,35032
2008/4/12,19529,18996,38525
2008/4/13,18991,22084,41075
2008/4/14,12659,14043,26702
2008/4/15,11455,12490,23945
2008/4/16,11877,12341,24218
2008/4/17,11935,12166,24101
2008/4/18,18526,16984,35510
2008/4/19,18797,18288,37085
2008/4/20,17778,21055,38833
2008/4/21,11833,13596,25429
2008/4/22,11452,11859,23311
2008/4/23,11484,11849,23333
2008/4/24,12151,12228,24379
2008/4/25,19350,17986,37336
2008/4/26,20509,19642,40151
2008/4/27,19491,23009,42500
2008/4/28,12246,13735,25981
2008/4/29,10963,11802,22765
2008/4/30,12819,12786,25605
2008/5/1,14936,15501,30437
2008/5/2,18955,17986,36941
2008/5/3,17912,18231,36143
2008/5/4,18215,21683,39898
2008/5/5,12023,13563,25586
2008/5/6,11849,11928,23777
2008/5/7,12007,12018,24025
2008/5/8,13778,13265,27043
2008/5/9,23323,20189,43512
2008/5/10,20111,18135,38246
2008/5/11,20193,26048,46241
2008/5/12,14414,17010,31424
2008/5/13,12386,13073,25459
2008/5/14,12660,12823,25483
2008/5/15,12772,12905,25677
2008/5/16,18619,17103,35722
2008/5/17,19182,19155,38337
2008/5/18,19067,22325,41392
2008/5/19,12658,13739,26397
2008/5/20,12197,12555,24752
2008/5/21,12374,12339,24713
2008/5/22,12780,12986,25766
2008/5/23,19744,17869,37613
2008/5/24,18927,18461,37388
2008/5/25,18790,22287,41077
2008/5/26,12621,13923,26544
2008/5/27,12175,12410,24585
2008/5/28,12721,12814,25535
2008/5/29,12117,12357,24474
2008/5/30,17199,15452,32651
2008/5/31,17179,17055,34234
2008/6/1,17794,20499,38293
2008/6/2,12313,13928,26241
2008/6/3,10788,11420,22208
2008/6/4,11562,12173,23735
2008/6/5,12793,13258,26051
2008/6/6,21191,18835,40026
2008/6/7,21523,19585,41108
2008/6/8,18386,23612,41998
2008/6/9,14052,17074,31126
2008/6/10,12987,14297,27284
2008/6/11,12328,13395,25723
2008/6/12,11912,12546,24458
2008/6/13,17850,17013,34863
2008/6/14,17378,16850,34228
2008/6/15,18430,21248,39678
2008/6/16,12983,14601,27584
2008/6/17,12036,12727,24763
2008/6/18,12611,13176,25787
2008/6/19,12997,13559,26556
2008/6/20,17878,17427,35305
2008/6/21,17779,16960,34739
2008/6/22,16640,19468,36108
2008/6/23,13601,14910,28511
2008/6/24,12660,13161,25821
2008/6/25,13239,13734,26973
2008/6/26,13185,13626,26811
2008/6/27,18863,16922,35785
2008/6/28,18397,17594,35991
2008/6/29,16903,19520,36423
2008/6/30,15754,16780,32534
2008/7/1,15959,15602,31561
2008/7/2,14883,15090,29973
2008/7/3,15369,15785,31154
2008/7/4,19675,18973,38648
2008/7/5,19102,18745,37847
2008/7/6,18371,21617,39988
2008/7/7,15392,17169,32561
2008/7/8,14463,14914,29377
2008/7/9,15239,15563,30802
2008/7/10,15963,16039,32002
2008/7/11,20424,19354,39778
2008/7/12,20900,19671,40571
2008/7/13,20193,23753,43946
2008/7/14,15619,17202,32821
2008/7/15,13925,15500,29425
2008/7/16,14482,15361,29843
2008/7/17,12782,13285,26067
2008/7/18,10924,10366,21290
2008/7/19,18049,17229,35278
2008/7/20,18191,21253,39444
2008/7/21,14157,16447,30604
2008/7/22,12895,14380,27275
2008/7/23,13875,14760,28635
2008/7/24,14404,14589,28993
2008/7/25,19430,18216,37646
2008/7/26,19884,19637,39521
2008/7/27,14495,16731,31226
2008/7/28,2914,3897,6811
2008/7/29,12426,13818,26244
2008/7/30,13801,14606,28407
2008/7/31,13647,14466,28113
2008/8/1,18906,17494,36400
2008/8/2,18676,18072,36748
2008/8/3,17745,21003,38748
2008/8/4,14473,16081,30554
2008/8/5,14292,15115,29407
2008/8/6,15050,15634,30684
2008/8/7,16460,17240,33700
2008/8/8,21233,17997,39230
2008/8/9,19697,19697,39394
2008/8/10,19445,24059,43504
2008/8/11,15283,17306,32589
2008/8/12,14356,15210,29566
2008/8/13,15188,15907,31095
2008/8/14,15094,15748,30842
2008/8/15,17677,16853,34530
2008/8/16,20270,20101,40371
2008/8/17,19348,23389,42737
2008/8/18,15667,17155,32822
2008/8/19,14612,15214,29826
2008/8/20,14897,15587,30484
2008/8/21,14612,15044,29656
2008/8/22,20028,18828,38856
2008/8/23,19497,19397,38894
2008/8/24,18768,22151,40919
2008/8/25,14757,16887,31644
2008/8/26,13998,14787,28785
2008/8/27,14604,15312,29916
2008/8/28,14019,14924,28943
2008/8/29,17835,17593,35428
2008/8/30,18979,18547,37526
2008/8/31,17931,20964,38895
2008/9/1,13952,15398,29350
2008/9/2,12280,13233,25513
2008/9/3,13825,14409,28234
2008/9/4,13141,13751,26892
2008/9/5,18380,17467,35847
2008/9/6,19184,18922,38106
2008/9/7,19005,22508,41513
2008/9/8,13756,15275,29031
2008/9/9,13348,13615,26963
2008/9/10,13896,14146,28042
2008/9/11,13929,14057,27986
2008/9/12,21357,18871,40228
2008/9/13,5475,4989,10464
2008/9/14,11040,14131,25171
2008/9/15,13496,15806,29302
2008/9/16,13009,13346,26355
2008/9/17,12619,13532,26151
2008/9/18,12576,12978,25554
2008/9/19,20400,18798,39198
2008/9/20,20895,20506,41401
2008/9/21,20766,24578,45344
2008/9/22,13330,14929,28259
2008/9/23,11876,12269,24145
2008/9/24,12528,12601,25129
2008/9/25,12973,12984,25957
2008/9/26,20537,18795,39332
2008/9/27,18632,18307,36939
2008/9/28,4206,5659,9865
2008/9/29,7144,9028,16172
2008/9/30,11728,13857,25585
2008/10/1,12482,12931,25413
2008/10/2,12281,12728,25009
2008/10/3,19558,17969,37527
2008/10/4,19164,18750,37914
2008/10/5,19921,23653,43574
2008/10/6,13165,14382,27547
2008/10/7,11865,12064,23929
2008/10/8,13279,13566,26845
2008/10/9,21947,19843,41790
2008/10/10,24461,22559,47020
2008/10/11,19053,19746,38799
2008/10/12,21658,27004,48662
2008/10/13,14192,16056,30248
2008/10/14,12670,13124,25794
2008/10/15,12785,13129,25914
2008/10/16,13632,13764,27396
2008/10/17,19998,18430,38428
2008/10/18,22014,21865,43879
2008/10/19,20260,23063,43323
2008/10/20,13732,14738,28470
2008/10/21,12365,12340,24705
2008/10/22,12901,12949,25850
2008/10/23,12854,13001,25855
2008/10/24,19611,17981,37592
2008/10/25,21053,19963,41016
2008/10/26,18956,22548,41504
2008/10/27,13270,15086,28356
2008/10/28,12268,12534,24802
2008/10/29,12385,12442,24827
2008/10/30,12596,12509,25105
2008/10/31,18709,17145,35854
2008/11/1,19417,18394,37811
2008/11/2,18913,22515,41428
2008/11/3,12955,13850,26805
2008/11/4,12045,11730,23775
2008/11/5,12496,12209,24705
2008/11/6,13252,13038,26290
2008/11/7,19045,17320,36365
2008/11/8,19530,18404,37934
2008/11/9,17198,19691,36889
2008/11/10,13847,14864,28711
2008/11/11,12715,12286,25001
2008/11/12,13326,13367,26693
2008/11/13,13206,12948,26154
2008/11/14,21555,19144,40699
2008/11/15,20789,19759,40548
2008/11/16,20601,22685,43286
2008/11/17,14254,14295,28549
2008/11/18,12751,11853,24604
2008/11/19,12727,12329,25056
2008/11/20,12877,12137,25014
2008/11/21,20689,18114,38803
2008/11/22,20240,19387,39627
2008/11/23,19103,22530,41633
2008/11/24,13004,13753,26757
2008/11/25,12151,11651,23802
2008/11/26,12339,12084,24423
2008/11/27,12712,13246,25958
2008/11/28,20079,16749,36828
2008/11/29,18584,17920,36504
2008/11/30,18051,21455,39506
2008/12/1,13036,14380,27416
2008/12/2,11799,12049,23848
2008/12/3,12176,12337,24513
2008/12/4,12797,12489,25286
2008/12/5,20125,18322,38447
2008/12/6,20790,19261,40051
2008/12/7,20138,24242,44380
2008/12/8,12104,15123,27227
2008/12/9,11311,12567,23878
2008/12/10,12133,12320,24453
2008/12/11,11709,12704,24413
2008/12/12,19275,17766,37041
2008/12/13,19336,19170,38506
2008/12/14,18381,22235,40616
2008/12/15,11744,14481,26225
2008/12/16,10358,12186,22544
2008/12/17,10653,12182,22835
2008/12/18,11399,12635,24034
2008/12/19,18378,17270,35648
2008/12/20,19149,18356,37505
2008/12/21,17729,21577,39306
2008/12/22,12011,15233,27244
2008/12/23,10944,12217,23161
2008/12/24,12082,13343,25425
2008/12/25,13116,13587,26703
2008/12/26,17684,16363,34047
2008/12/27,16625,16466,33091
2008/12/28,16573,19375,35948
2008/12/29,12086,13537,25623
2008/12/30,10898,11575,22473
2008/12/31,22155,19218,41373
2009/1/1,18811,18257,37068
2009/1/2,15301,16113,31414
2009/1/3,15814,17580,33394
2009/1/4,16699,21022,37721
2009/1/5,11763,14206,25969
2009/1/6,10855,11856,22711
2009/1/7,10803,11563,22366
2009/1/8,10786,11624,22410
2009/1/9,14017,13581,27598
2009/1/10,14812,14704,29516
2009/1/11,14231,16346,30577
2009/1/12,11635,13546,25181
2009/1/13,10918,11994,22912
2009/1/14,11273,11995,23268
2009/1/15,11671,12386,24057
2009/1/16,15120,14948,30068
2009/1/17,17408,16303,33711
2009/1/18,16917,19589,36506
2009/1/19,14629,16527,31156
2009/1/20,16784,16880,33664
2009/1/21,15632,16160,31792
2009/1/22,17110,16083,33193
2009/1/23,18752,16540,35292
2009/1/24,15921,13297,29218
2009/1/25,10605,9542,20147
2009/1/26,14250,14742,28992
2009/1/27,15890,16801,32691
2009/1/28,19078,20217,39295
2009/1/29,19561,21204,40765
2009/1/30,17465,19170,36635
2009/1/31,19012,20963,39975
2009/2/1,17526,20887,38413
2009/2/2,14372,18089,32461
2009/2/3,14208,16041,30249
2009/2/4,14199,13527,27726
2009/2/5,13319,14083,27402
2009/2/6,17636,17644,35280
2009/2/7,19247,19169,38416
2009/2/8,18159,20185,38344
2009/2/9,15980,17763,33743
2009/2/10,14559,15976,30535
2009/2/11,13715,15335,29050
2009/2/12,14052,14154,28206
2009/2/13,18193,18080,36273
2009/2/14,21397,21091,42488
2009/2/15,18020,20056,38076
2009/2/16,12325,14605,26930
2009/2/17,11896,12691,24587
2009/2/18,11728,12723,24451
2009/2/19,12538,12941,25479
2009/2/20,17400,16482,33882
2009/2/21,18329,18543,36872
2009/2/22,18575,21617,40192
2009/2/23,12076,14219,26295
2009/2/24,10823,11604,22427
2009/2/25,11097,9751,20848
2009/2/26,11686,10381,22067
2009/2/27,18436,17220,35656
2009/2/28,18719,19090,37809
2009/3/1,19419,21852,41271
2009/3/2,12311,14096,26407
2009/3/3,11729,12140,23869
2009/3/4,11783,12418,24201
2009/3/5,11755,12825,24580
2009/3/6,17468,15823,33291
2009/3/7,14444,13979,28423
2009/3/8,17605,20658,38263
