trnOpDate,gateInComingCnt,gateOutGoingCnt,totalPass
2009/3/9,11322,13515,24837
2009/3/10,11378,12689,24067
2009/3/11,12226,12415,24641
2009/3/12,12204,12869,25073
2009/3/13,19628,19811,39439
2009/3/14,19682,19230,38912
2009/3/15,20681,23266,43947
2009/3/16,13273,14694,27967
2009/3/17,11559,12276,23835
2009/3/18,12180,12714,24894
2009/3/19,12206,12689,24895
2009/3/20,19407,17537,36944
2009/3/21,18717,18646,37363
2009/3/22,17628,21306,38934
2009/3/23,12921,14527,27448
2009/3/24,11303,11818,23121
2009/3/25,11508,12744,24252
2009/3/26,11284,10646,21930
2009/3/27,19145,15287,34432
2009/3/28,22432,17989,40421
2009/3/29,17936,20093,38029
2009/3/30,12091,14326,26417
2009/3/31,10736,12046,22782
2009/4/1,13024,14141,27165
2009/4/2,13971,13972,27943
2009/4/3,22727,20765,43492
2009/4/4,17333,17559,34892
2009/4/5,18775,24764,43539
2009/4/6,12608,15697,28305
2009/4/7,10669,12153,22822
2009/4/8,11143,13284,24427
2009/4/9,11481,12876,24357
2009/4/10,17710,17112,34822
2009/4/11,18960,18673,37633
2009/4/12,19262,22474,41736
2009/4/13,11608,13704,25312
2009/4/14,10738,11944,22682
2009/4/15,10998,12536,23534
2009/4/16,12223,12367,24590
2009/4/17,19519,18313,37832
2009/4/18,18983,18603,37586
2009/4/19,18678,21061,39739
2009/4/20,12176,13174,25350
2009/4/21,12385,12503,24888
2009/4/22,12189,12277,24466
2009/4/23,12526,12133,24659
2009/4/24,20209,17457,37666
2009/4/25,17968,17194,35162
2009/4/26,16572,19394,35966
2009/4/27,12596,13885,26481
2009/4/28,12129,12157,24286
2009/4/29,12193,12213,24406
2009/4/30,13396,13047,26443
2009/5/1,20351,18954,39305
2009/5/2,17300,17755,35055
2009/5/3,17399,21234,38633
2009/5/4,12441,14129,26570
2009/5/5,11873,12579,24452
2009/5/6,12016,12661,24677
2009/5/7,12687,12904,25591
2009/5/8,22321,20262,42583
2009/5/9,20090,18265,38355
2009/5/10,19124,24571,43695
2009/5/11,13604,16044,29648
2009/5/12,11940,12866,24806
2009/5/13,12086,13328,25414
2009/5/14,11893,12943,24836
2009/5/15,18601,17823,36424
2009/5/16,19279,19237,38516
2009/5/17,18566,21473,40039
2009/5/18,12059,13799,25858
2009/5/19,11084,12144,23228
2009/5/20,11371,13031,24402
2009/5/21,12233,12451,24684
2009/5/22,18171,17162,35333
2009/5/23,17529,17248,34777
2009/5/24,16827,19278,36105
2009/5/25,12626,13714,26340
2009/5/26,12184,12353,24537
2009/5/27,21150,19654,40804
2009/5/28,19767,17334,37101
2009/5/29,19171,20062,39233
2009/5/30,17838,20011,37849
2009/5/31,19224,24334,43558
2009/6/1,13122,15822,28944
2009/6/2,11252,12413,23665
2009/6/3,11303,12447,23750
2009/6/4,9157,10668,19825
2009/6/5,14208,14219,28427
2009/6/6,16337,17129,33466
2009/6/7,17276,20149,37425
2009/6/8,11386,14422,25808
2009/6/9,10747,12761,23508
2009/6/10,11389,13812,25201
2009/6/11,11222,13158,24380
2009/6/12,16752,17050,33802
2009/6/13,17368,17454,34822
2009/6/14,16140,18964,35104
2009/6/15,11615,14483,26098
2009/6/16,11679,12818,24497
2009/6/17,13827,12478,26305
2009/6/18,13174,13190,26364
2009/6/19,18592,17261,35853
2009/6/20,17040,16890,33930
2009/6/21,13884,17042,30926
2009/6/22,12559,14231,26790
2009/6/23,12729,13695,26424
2009/6/24,12698,14152,26850
2009/6/25,13732,14668,28400
2009/6/26,18088,17158,35246
2009/6/27,17346,16681,34027
2009/6/28,16186,18464,34650
2009/6/29,14305,16317,30622
2009/6/30,14990,16985,31975
2009/7/1,14837,15515,30352
2009/7/2,14147,14709,28856
2009/7/3,18324,17386,35710
2009/7/4,18308,17583,35891
2009/7/5,18094,20848,38942
2009/7/6,16084,17030,33114
2009/7/7,14999,15518,30517
2009/7/8,14808,15218,30026
2009/7/9,14531,15618,30149
2009/7/10,19355,18072,37427
2009/7/11,19716,19064,38780
2009/7/12,19189,20749,39938
2009/7/13,15913,17940,33853
2009/7/14,14175,14991,29166
2009/7/15,14852,15229,30081
2009/7/16,14831,15490,30321
2009/7/17,18520,17636,36156
2009/7/18,18015,17367,35382
2009/7/19,17748,19963,37711
2009/7/20,15385,16959,32344
2009/7/21,14080,14568,28648
2009/7/22,15174,14640,29814
2009/7/23,14614,14749,29363
2009/7/24,18497,17378,35875
2009/7/25,19068,18460,37528
2009/7/26,18019,20093,38112
2009/7/27,14955,15592,30547
2009/7/28,13576,14115,27691
2009/7/29,14118,14850,28968
2009/7/30,14996,14193,29189
2009/7/31,18450,17644,36094
2009/8/1,19073,17771,36844
2009/8/2,16843,19665,36508
2009/8/3,14742,15178,29920
2009/8/4,13570,14790,28360
2009/8/5,14755,14532,29287
2009/8/6,16096,16069,32165
2009/8/7,4718,4193,8911
2009/8/8,9251,8792,18043
2009/8/9,10882,12589,23471
2009/8/10,13846,15186,29032
2009/8/11,13799,14831,28630
2009/8/12,14727,15252,29979
2009/8/13,14828,14895,29723
2009/8/14,20195,19140,39335
2009/8/15,20367,19715,40082
2009/8/16,20056,22769,42825
2009/8/17,15597,16893,32490
2009/8/18,14960,15241,30201
2009/8/19,14630,15615,30245
2009/8/20,15035,16192,31227
2009/8/21,19824,18965,38789
2009/8/22,18505,18189,36694
2009/8/23,17539,20085,37624
2009/8/24,15439,16763,32202
2009/8/25,14653,15832,30485
2009/8/26,15476,17098,32574
2009/8/27,13834,14968,28802
2009/8/28,16846,16975,33821
2009/8/29,16581,16084,32665
2009/8/30,15460,18524,33984
2009/8/31,13042,14701,27743
2009/9/1,12028,13106,25134
2009/9/2,12197,13302,25499
2009/9/3,11402,12564,23966
2009/9/4,17214,16750,33964
2009/9/5,16901,16620,33521
2009/9/6,16020,19276,35296
2009/9/7,12840,15072,27912
2009/9/8,12898,14112,27010
2009/9/9,12983,14144,27127
2009/9/10,12694,14141,26835
2009/9/11,18485,18251,36736
2009/9/12,19011,18548,37559
2009/9/13,17844,21626,39470
2009/9/14,12332,15117,27449
2009/9/15,11175,12510,23685
2009/9/16,13027,13153,26180
2009/9/17,13073,13083,26156
2009/9/18,19232,16509,35741
2009/9/19,18628,16938,35566
2009/9/20,19305,21846,41151
2009/9/21,12734,11310,24044
2009/9/22,12993,10207,23200
2009/9/23,13097,12889,25986
2009/9/24,13410,12970,26380
2009/9/25,21286,19057,40343
2009/9/26,19059,19493,38552
2009/9/27,18591,21332,39923
2009/9/28,14120,14929,29049
2009/9/29,12111,12484,24595
2009/9/30,12457,13228,25685
2009/10/1,13943,14151,28094
2009/10/2,24625,21450,46075
2009/10/3,16716,15102,31818
2009/10/4,18706,23802,42508
2009/10/5,12341,14012,26353
2009/10/6,11062,11397,22459
2009/10/7,12536,12734,25270
2009/10/8,13656,13340,26996
2009/10/9,20110,19108,39218
2009/10/10,19278,18505,37783
2009/10/11,19185,21504,40689
2009/10/12,14292,14841,29133
2009/10/13,13088,13615,26703
2009/10/14,13425,13415,26840
2009/10/15,14381,14225,28606
2009/10/16,21452,19952,41404
2009/10/17,22029,21289,43318
2009/10/18,21353,23746,45099
2009/10/19,14707,15145,29852
2009/10/20,12605,12856,25461
2009/10/21,13196,14111,27307
2009/10/22,13198,12817,26015
2009/10/23,18988,17530,36518
2009/10/24,19470,17910,37380
2009/10/25,19893,22817,42710
2009/10/26,14721,15478,30199
2009/10/27,13313,13263,26576
2009/10/28,12788,13193,25981
2009/10/29,13515,13931,27446
2009/10/30,20847,18789,39636
2009/10/31,19381,18521,37902
2009/11/1,18476,21429,39905
2009/11/2,11143,13323,24466
2009/11/3,12465,12369,24834
2009/11/4,12399,12768,25167
2009/11/5,13388,13111,26499
2009/11/6,19963,19577,39540
2009/11/7,21576,19896,41472
2009/11/8,20206,22384,42590
2009/11/9,15069,16053,31122
2009/11/10,12427,12888,25315
2009/11/11,13305,13941,27246
2009/11/12,13942,14562,28504
2009/11/13,21043,18970,40013
2009/11/14,20608,19244,39852
2009/11/15,21870,24902,46772
2009/11/16,14929,16132,31061
2009/11/17,13422,14453,27875
2009/11/18,13547,12985,26532
2009/11/19,12185,13197,25382
2009/11/20,19890,16992,36882
2009/11/21,19927,19316,39243
2009/11/22,18872,21985,40857
2009/11/23,13245,15357,28602
2009/11/24,11317,12360,23677
2009/11/25,12835,12870,25705
2009/11/26,13673,13260,26933
2009/11/27,20636,19081,39717
2009/11/28,19618,18643,38261
2009/11/29,19789,22933,42722
2009/11/30,14308,16556,30864
2009/12/1,13716,13982,27698
2009/12/2,13287,13125,26412
2009/12/3,13511,13710,27221
2009/12/4,22213,20371,42584
2009/12/5,22095,20691,42786
2009/12/6,22943,26792,49735
2009/12/7,14864,15900,30764
2009/12/8,12858,13017,25875
2009/12/9,14019,14912,28931
2009/12/10,14030,13482,27512
2009/12/11,20867,20210,41077
2009/12/12,22369,21167,43536
2009/12/13,21774,24054,45828
2009/12/14,14273,15392,29665
2009/12/15,13095,12899,25994
2009/12/16,12831,13068,25899
2009/12/17,13671,13177,26848
2009/12/18,20078,18702,38780
2009/12/19,19137,17464,36601
2009/12/20,18087,20938,39025
2009/12/21,14051,14954,29005
2009/12/22,12579,13248,25827
2009/12/23,14058,14016,28074
2009/12/24,14029,14098,28127
2009/12/25,21682,19637,41319
2009/12/26,19345,18425,37770
2009/12/27,19124,21750,40874
2009/12/28,13316,14409,27725
2009/12/29,12952,12615,25567
2009/12/30,14221,13928,28149
2009/12/31,25845,22709,48554
2010/1/1,21845,20794,42639
2010/1/2,17185,17946,35131
2010/1/3,18279,22412,40691
2010/1/4,13963,15281,29244
2010/1/5,12678,13964,26642
2010/1/6,11738,11785,23523
2010/1/7,12736,13739,26475
2010/1/8,17554,15870,33424
2010/1/9,17036,16424,33460
2010/1/10,17821,19887,37708
2010/1/11,12723,15314,28037
2010/1/12,10700,11586,22286
2010/1/13,11054,12411,23465
2010/1/14,12357,14018,26375
2010/1/15,17729,17419,35148
2010/1/16,17979,17574,35553
2010/1/17,16884,19679,36563
2010/1/18,14043,15217,29260
2010/1/19,13968,14146,28114
2010/1/20,17068,18248,35316
2010/1/21,15511,15619,31130
2010/1/22,18947,18631,37578
2010/1/23,17412,16669,34081
2010/1/24,17804,19986,37790
2010/1/25,13663,15184,28847
2010/1/26,14225,14933,29158
2010/1/27,15292,15301,30593
2010/1/28,15032,14787,29819
2010/1/29,18082,18452,36534
2010/1/30,18993,17789,36782
2010/1/31,18443,20241,38684
2010/2/1,15254,16125,31379
2010/2/2,14492,15042,29534
2010/2/3,14722,15058,29780
2010/2/4,14405,14897,29302
2010/2/5,18693,18694,37387
2010/2/6,18476,17940,36416
2010/2/7,18292,19610,37902
2010/2/8,16353,17730,34083
2010/2/9,16207,16873,33080
2010/2/10,16550,16437,32987
2010/2/11,16727,14896,31623
2010/2/12,18518,15757,34275
2010/2/13,12493,10110,22603
2010/2/14,17324,17722,35046
2010/2/15,17091,17562,34653
2010/2/16,18002,18904,36906
2010/2/17,15881,16845,32726
2010/2/18,15810,17157,32967
2010/2/19,14281,15173,29454
2010/2/20,19684,21145,40829
2010/2/21,19283,21181,40464
2010/2/22,14663,14348,29011
2010/2/23,13987,14863,28850
2010/2/24,14669,13962,28631
2010/2/25,14894,14629,29523
2010/2/26,20108,19662,39770
2010/2/27,20277,19825,40102
2010/2/28,20887,21901,42788
2010/3/1,14566,17150,31716
2010/3/2,11826,12750,24576
2010/3/3,12168,12621,24789
2010/3/4,12061,10292,22353
2010/3/5,19559,15825,35384
2010/3/6,20548,18932,39480
2010/3/7,18971,21944,40915
2010/3/8,12330,12323,24653
2010/3/9,10145,8632,18777
2010/3/10,11608,9505,21113
2010/3/11,13396,10722,24118
2010/3/12,20232,19925,40157
2010/3/13,20697,19499,40196
2010/3/14,23628,24269,47897
2010/3/15,14107,12241,26348
2010/3/16,12249,9125,21374
2010/3/17,13059,9790,22849
2010/3/18,13670,10807,24477
2010/3/19,19896,16804,36700
2010/3/20,20367,18853,39220
2010/3/21,20015,22520,42535
2010/3/22,12990,12154,25144
2010/3/23,12617,11129,23746
2010/3/24,12563,13301,25864
2010/3/25,12582,12987,25569
2010/3/26,18812,17598,36410
2010/3/27,19818,19207,39025
2010/3/28,18437,21722,40159
2010/3/29,14544,16271,30815
2010/3/30,13281,13115,26396
2010/3/31,14118,14088,28206
2010/4/1,16624,15232,31856
2010/4/2,22294,20320,42614
2010/4/3,22172,19189,41361
2010/4/4,18786,19423,38209
2010/4/5,20523,26186,46709
2010/4/6,15356,15861,31217
2010/4/7,13671,11204,24875
2010/4/8,12490,10317,22807
2010/4/9,18984,15416,34400
2010/4/10,20518,19235,39753
2010/4/11,21163,23026,44189
2010/4/12,13430,12579,26009
2010/4/13,12184,10373,22557
2010/4/14,11614,10498,22112
2010/4/15,12582,10552,23134
2010/4/16,20509,15809,36318
2010/4/17,20218,19054,39272
2010/4/18,19537,22488,42025
2010/4/19,13309,12199,25508
2010/4/20,12290,9688,21978
2010/4/21,13311,11124,24435
2010/4/22,12990,12873,25863
2010/4/23,18545,17123,35668
2010/4/24,18539,17338,35877
2010/4/25,19239,21670,40909
2010/4/26,12682,13686,26368
2010/4/27,10927,11979,22906
2010/4/28,11951,12534,24485
2010/4/29,12809,14163,26972
2010/4/30,19811,18911,38722
2010/5/1,21618,21359,42977
2010/5/2,20373,22420,42793
2010/5/3,13761,15630,29391
2010/5/4,13484,13761,27245
2010/5/5,12768,13759,26527
2010/5/6,13278,14017,27295
2010/5/7,22181,20851,43032
2010/5/8,21495,19423,40918
2010/5/9,20211,25165,45376
2010/5/10,14628,17230,31858
2010/5/11,13131,13559,26690
2010/5/12,13617,13901,27518
2010/5/13,13176,12423,25599
2010/5/14,19275,16033,35308
2010/5/15,20035,18390,38425
2010/5/16,21034,22371,43405
2010/5/17,13786,12894,26680
2010/5/18,12741,10309,23050
2010/5/19,12961,10556,23517
2010/5/20,13170,10670,23840
2010/5/21,20515,16907,37422
2010/5/22,19980,18580,38560
2010/5/23,17827,19607,37434
2010/5/24,13834,12782,26616
2010/5/25,12331,10512,22843
2010/5/26,13148,11203,24351
2010/5/27,12740,10284,23024
2010/5/28,19373,15515,34888
2010/5/29,16912,15221,32133
2010/5/30,18476,19979,38455
2010/5/31,13773,13124,26897
2010/6/1,12640,10723,23363
2010/6/2,12265,10513,22778
2010/6/3,11825,9596,21421
2010/6/4,19343,15286,34629
2010/6/5,18856,17530,36386
2010/6/6,19859,21969,41828
2010/6/7,14188,13423,27611
2010/6/8,12962,10897,23859
2010/6/9,13710,11785,25495
2010/6/10,13119,11030,24149
2010/6/11,20732,16646,37378
2010/6/12,20192,19039,39231
2010/6/13,18616,20980,39596
2010/6/14,13590,14862,28452
2010/6/15,16231,13820,30051
2010/6/16,16509,16517,33026
2010/6/17,14533,13312,27845
2010/6/18,19041,16044,35085
2010/6/19,18847,16674,35521
2010/6/20,17650,19273,36923
2010/6/21,13831,13088,26919
2010/6/22,12659,10890,23549
2010/6/23,12894,11106,24000
2010/6/24,13017,11045,24062
2010/6/25,17349,14886,32235
2010/6/26,18536,16372,34908
2010/6/27,17180,18362,35542
2010/6/28,14120,13831,27951
2010/6/29,13775,12401,26176
2010/6/30,14527,13422,27949
2010/7/1,13813,12466,26279
2010/7/2,18189,15791,33980
2010/7/3,19789,18305,38094
2010/7/4,18775,20632,39407
2010/7/5,16295,16689,32984
2010/7/6,15098,14320,29418
2010/7/7,15026,14713,29739
2010/7/8,15302,14731,30033
2010/7/9,20137,17751,37888
2010/7/10,20686,20188,40874
2010/7/11,19764,21979,41743
2010/7/12,15526,15787,31313
2010/7/13,15062,14580,29642
2010/7/14,15443,14466,29909
2010/7/15,15215,14456,29671
2010/7/16,18536,16748,35284
2010/7/17,19255,18171,37426
2010/7/18,19030,20999,40029
2010/7/19,15079,15121,30200
2010/7/20,14154,13219,27373
2010/7/21,14526,13415,27941
2010/7/22,14301,13288,27589
2010/7/23,18863,16854,35717
2010/7/24,19962,18341,38303
2010/7/25,19026,20847,39873
2010/7/26,14548,14798,29346
2010/7/27,12921,11672,24593
2010/7/28,12856,11983,24839
2010/7/29,14452,13117,27569
2010/7/30,19227,16839,36066
2010/7/31,19835,19273,39108
2010/8/1,18743,21377,40120
2010/8/2,15780,17440,33220
2010/8/3,14462,14968,29430
2010/8/4,15183,15364,30547
2010/8/5,15659,15888,31547
2010/8/6,21496,19708,41204
2010/8/7,21135,19776,40911
2010/8/8,18719,21959,40678
2010/8/9,16073,18983,35056
2010/8/10,14560,15899,30459
2010/8/11,15328,16514,31842
2010/8/12,14785,15800,30585
2010/8/13,20364,20273,40637
2010/8/14,21398,21455,42853
2010/8/15,21060,23479,44539
2010/8/16,17769,18825,36594
2010/8/17,16232,15952,32184
2010/8/18,16034,16337,32371
2010/8/19,16472,15868,32340
2010/8/20,20820,19689,40509
2010/8/21,20759,19804,40563
2010/8/22,19120,21288,40408
2010/8/23,17318,17937,35255
2010/8/24,14778,15044,29822
2010/8/25,16457,17449,33906
2010/8/26,15267,16113,31380
2010/8/27,19369,18983,38352
2010/8/28,20082,19495,39577
2010/8/29,18199,20505,38704
2010/8/30,14309,15543,29852
2010/8/31,11875,12836,24711
2010/9/1,12633,13317,25950
2010/9/2,13637,14698,28335
2010/9/3,17864,17565,35429
2010/9/4,19075,18509,37584
2010/9/5,18617,21402,40019
2010/9/6,14976,17168,32144
2010/9/7,13886,15063,28949
2010/9/8,14698,15440,30138
2010/9/9,15407,15661,31068
2010/9/10,21120,20039,41159
2010/9/11,21333,20258,41591
2010/9/12,22669,25547,48216
2010/9/13,16620,16843,33463
2010/9/14,14556,14000,28556
2010/9/15,14870,14370,29240
2010/9/16,13906,14356,28262
2010/9/17,22380,17997,40377
2010/9/18,18396,16751,35147
2010/9/19,4358,6088,10446
2010/9/20,15105,14812,29917
2010/9/21,17666,14350,32016
2010/9/22,19139,19109,38248
2010/9/23,15085,13610,28695
2010/9/24,21013,17088,38101
2010/9/25,20652,18554,39206
2010/9/26,20936,23707,44643
2010/9/27,14302,13225,27527
2010/9/28,12867,10845,23712
2010/9/29,12960,10905,23865
2010/9/30,13281,10861,24142
2010/10/1,20669,16854,37523
2010/10/2,19112,18022,37134
2010/10/3,19886,21859,41745
2010/10/4,13989,13245,27234
2010/10/5,13160,10725,23885
2010/10/6,13903,11137,25040
2010/10/7,13778,11579,25357
2010/10/8,21352,16884,38236
2010/10/9,21142,19118,40260
2010/10/10,20892,23727,44619
2010/10/11,14846,14663,29509
2010/10/12,13314,11910,25224
2010/10/13,13581,11486,25067
2010/10/14,15439,13352,28791
2010/10/15,21515,17612,39127
2010/10/16,22634,21258,43892
2010/10/17,22556,24957,47513
2010/10/18,13997,13820,27817
2010/10/19,12640,11123,23763
2010/10/20,12923,11389,24312
2010/10/21,12468,10372,22840
2010/10/22,19069,15459,34528
2010/10/23,21107,18966,40073
2010/10/24,20075,22462,42537
2010/10/25,14647,14340,28987
2010/10/26,12858,11078,23936
2010/10/27,12611,11102,23713
2010/10/28,11913,10767,22680
2010/10/29,19789,16677,36466
2010/10/30,20387,18784,39171
2010/10/31,19703,22355,42058
2010/11/1,13114,13279,26393
2010/11/2,11703,10816,22519
2010/11/3,11761,10471,22232
2010/11/4,12222,10953,23175
2010/11/5,19415,15990,35405
2010/11/6,21405,19050,40455
2010/11/7,20168,22834,43002
2010/11/8,13820,14113,27933
2010/11/9,12196,10838,23034
2010/11/10,13416,11466,24882
2010/11/11,14803,12761,27564
2010/11/12,21864,21501,43365
2010/11/13,22092,21669,43761
2010/11/14,22770,25379,48149
2010/11/15,17186,18182,35368
2010/11/16,14406,14825,29231
2010/11/17,15330,14424,29754
2010/11/18,14501,14359,28860
2010/11/19,22555,20217,42772
2010/11/20,22462,21642,44104
2010/11/21,22152,25192,47344
2010/11/22,16261,17141,33402
2010/11/23,13094,12437,25531
2010/11/24,13586,11608,25194
2010/11/25,13570,11011,24581
2010/11/26,22775,17159,39934
2010/11/27,21404,19879,41283
2010/11/28,21120,25078,46198
2010/11/29,13235,13484,26719
2010/11/30,11950,10820,22770
2010/12/1,12132,10753,22885
2010/12/2,12375,10914,23289
2010/12/3,20136,16830,36966
2010/12/4,22212,20277,42489
2010/12/5,21383,24094,45477
2010/12/6,13380,13565,26945
2010/12/7,11734,10529,22263
2010/12/8,12181,11201,23382
2010/12/9,12423,11268,23691
2010/12/10,20071,17514,37585
2010/12/11,23647,21761,45408
2010/12/12,22292,24921,47213
2010/12/13,13366,14248,27614
2010/12/14,11667,10645,22312
2010/12/15,10775,10001,20776
2010/12/16,10570,9656,20226
2010/12/17,20190,18690,38880
2010/12/18,21621,21311,42932
2010/12/19,21155,24636,45791
2010/12/20,14468,16586,31054
2010/12/21,12378,13708,26086
2010/12/22,12576,13755,26331
2010/12/23,13457,14760,28217
2010/12/24,21044,20280,41324
2010/12/25,20667,20436,41103
2010/12/26,18887,22427,41314
2010/12/27,13473,15976,29449
2010/12/28,12224,13551,25775
2010/12/29,12589,13884,26473
2010/12/30,14046,15039,29085
2010/12/31,26379,23428,49807
2011/1/1,21040,22106,43146
2011/1/2,20044,23907,43951
2011/1/3,13839,15152,28991
2011/1/4,12168,12333,24501
2011/1/5,12490,13143,25633
2011/1/6,12277,12819,25096
2011/1/7,18526,17310,35836
2011/1/8,18517,18062,36579
2011/1/9,17646,21179,38825
2011/1/10,12929,14470,27399
2011/1/11,11705,12469,24174
2011/1/12,11121,11906,23027
2011/1/13,13082,13332,26414
2011/1/14,19004,18119,37123
2011/1/15,18725,17365,36090
2011/1/16,16647,19700,36347
2011/1/17,14396,16358,30754
2011/1/18,13880,14705,28585
2011/1/19,14187,14962,29149
2011/1/20,16822,17632,34454
2011/1/21,19110,19026,38136
2011/1/22,19106,18714,37820
2011/1/23,19075,21628,40703
2011/1/24,15107,16496,31603
2011/1/25,14768,15760,30528
2011/1/26,15596,16523,32119
2011/1/27,16084,15237,31321
2011/1/28,18715,18243,36958
2011/1/29,18100,17441,35541
2011/1/30,17177,17820,34997
2011/1/31,17048,16725,33773
2011/2/1,18545,17070,35615
2011/2/2,13567,11481,25048
2011/2/3,18306,19116,37422
2011/2/4,19776,20798,40574
2011/2/5,23370,24803,48173
2011/2/6,24419,26748,51167
2011/2/7,21336,25099,46435
2011/2/8,18256,20190,38446
2011/2/9,17950,19655,37605
2011/2/10,18806,18521,37327
2011/2/11,20283,20587,40870
2011/2/12,19865,19430,39295
2011/2/13,19745,22018,41763
2011/2/14,14766,15311,30077
2011/2/15,13862,13007,26869
2011/2/16,14839,15251,30090
2011/2/17,19838,23150,42988
2011/2/18,22320,21333,43653
2011/2/19,20422,19068,39490
2011/2/20,22437,25153,47590
2011/2/21,24143,25855,49998
2011/2/22,17408,16650,34058
2011/2/23,18708,19089,37797
2011/2/24,17826,18182,36008
2011/2/25,27015,26726,53741
2011/2/26,34233,33880,68113
2011/2/27,31987,32553,64540
2011/2/28,26213,29644,55857
2011/3/1,15337,15598,30935
2011/3/2,14344,12729,27073
2011/3/3,14676,13944,28620
2011/3/4,22541,20573,43114
2011/3/5,22205,21499,43704
2011/3/6,22554,25111,47665
2011/3/7,14772,14791,29563
2011/3/8,14144,12977,27121
2011/3/9,14670,13266,27936
2011/3/10,14710,13963,28673
2011/3/11,23231,19953,43184
2011/3/12,23899,22941,46840
2011/3/13,23351,26911,50262
2011/3/14,16302,17401,33703
2011/3/15,14200,13915,28115
2011/3/16,14290,14127,28417
2011/3/17,15092,14431,29523
2011/3/18,21955,19721,41676
2011/3/19,21066,20110,41176
2011/3/20,22645,25619,48264
2011/3/21,15499,16350,31849
2011/3/22,13803,13647,27450
2011/3/23,13975,13799,27774
2011/3/24,14027,13767,27794
2011/3/25,21383,18460,39843
2011/3/26,20265,18700,38965
2011/3/27,17419,20082,37501
2011/3/28,14287,13992,28279
2011/3/29,14026,12725,26751
2011/3/30,14559,13248,27807
2011/3/31,15583,13694,29277
2011/4/1,25470,21943,47413
2011/4/2,27009,23931,50940
2011/4/3,22358,21890,44248
2011/4/4,20241,20914,41155
2011/4/5,20906,25280,46186
2011/4/6,18607,20486,39093
2011/4/7,16154,15481,31635
2011/4/8,21954,18785,40739
2011/4/9,22471,21287,43758
2011/4/10,22368,24530,46898
