trnOpDate,gateInComingCnt,gateOutGoingCnt,totalPass
2011/4/11,15236,15056,30292
2011/4/12,14128,13228,27356
2011/4/13,14958,13262,28220
2011/4/14,14644,13635,28279
2011/4/15,22714,20000,42714
2011/4/16,22904,22033,44937
2011/4/17,20394,23591,43985
2011/4/18,15390,16596,31986
2011/4/19,14655,14799,29454
2011/4/20,15098,14789,29887
2011/4/21,15274,15255,30529
2011/4/22,21983,20325,42308
2011/4/23,22831,21379,44210
2011/4/24,22447,25316,47763
2011/4/25,15637,16445,32082
2011/4/26,14035,14208,28243
2011/4/27,14727,14473,29200
2011/4/28,14846,14404,29250
2011/4/29,22968,20480,43448
2011/4/30,22759,21975,44734
2011/5/1,22336,25170,47506
2011/5/2,15724,16965,32689
2011/5/3,13962,13808,27770
2011/5/4,14451,14239,28690
2011/5/5,15370,14398,29768
2011/5/6,26010,22188,48198
2011/5/7,24995,22371,47366
2011/5/8,23424,27893,51317
2011/5/9,16623,17491,34114
2011/5/10,14635,14686,29321
2011/5/11,14667,14532,29199
2011/5/12,14498,13987,28485
2011/5/13,21179,18996,40175
2011/5/14,20626,19635,40261
2011/5/15,21962,23817,45779
2011/5/16,15584,14784,30368
2011/5/17,13799,12829,26628
2011/5/18,14594,14088,28682
2011/5/19,15211,13949,29160
2011/5/20,23366,21315,44681
2011/5/21,23276,22455,45731
2011/5/22,22869,25807,48676
2011/5/23,14897,15844,30741
2011/5/24,13324,13239,26563
2011/5/25,14503,14226,28729
2011/5/26,14538,14190,28728
2011/5/27,21122,19257,40379
2011/5/28,20036,19205,39241
2011/5/29,22737,25130,47867
2011/5/30,15587,16382,31969
2011/5/31,13993,14162,28155
2011/6/1,14024,14149,28173
2011/6/2,14896,13936,28832
2011/6/3,24765,21613,46378
2011/6/4,25420,22719,48139
2011/6/5,21361,22475,43836
2011/6/6,22173,26981,49154
2011/6/7,16689,18316,35005
2011/6/8,15435,15269,30704
2011/6/9,15083,15510,30593
2011/6/10,21850,20744,42594
2011/6/11,23302,22374,45676
2011/6/12,22741,24770,47511
2011/6/13,15604,16769,32373
2011/6/14,14261,14313,28574
2011/6/15,14785,14669,29454
2011/6/16,15341,14974,30315
2011/6/17,21157,18927,40084
2011/6/18,21365,20252,41617
2011/6/19,19961,22743,42704
2011/6/20,15253,16487,31740
2011/6/21,14176,14259,28435
2011/6/22,14839,14707,29546
2011/6/23,15152,15303,30455
2011/6/24,20133,18847,38980
2011/6/25,17346,16189,33535
2011/6/26,18207,20352,38559
2011/6/27,16139,16914,33053
2011/6/28,14458,14659,29117
2011/6/29,15915,16021,31936
2011/6/30,19512,19559,39071
2011/7/1,22474,21505,43979
2011/7/2,21802,20534,42336
2011/7/3,21793,24810,46603
2011/7/4,17791,19115,36906
2011/7/5,16779,17393,34172
2011/7/6,17593,17642,35235
2011/7/7,18338,18017,36355
2011/7/8,22452,21506,43958
2011/7/9,23734,22431,46165
2011/7/10,22950,25427,48377
2011/7/11,18444,19401,37845
2011/7/12,16564,16389,32953
2011/7/13,16968,16746,33714
2011/7/14,17433,17153,34586
2011/7/15,21731,20856,42587
2011/7/16,22190,21138,43328
2011/7/17,21349,23940,45289
2011/7/18,17666,18704,36370
2011/7/19,16102,16804,32906
2011/7/20,17434,17507,34941
2011/7/21,17123,17094,34217
2011/7/22,21965,20735,42700
2011/7/23,22425,21902,44327
2011/7/24,21879,23736,45615
2011/7/25,17398,18465,35863
2011/7/26,16223,16392,32615
2011/7/27,17071,16897,33968
2011/7/28,16830,16835,33665
2011/7/29,21993,20116,42109
2011/7/30,22343,21135,43478
2011/7/31,20836,23382,44218
2011/8/1,16890,17556,34446
2011/8/2,15903,16169,32072
2011/8/3,16396,16291,32687
2011/8/4,16242,15785,32027
2011/8/5,22070,19623,41693
2011/8/6,22165,20319,42484
2011/8/7,21877,25157,47034
2011/8/8,17209,18552,35761
2011/8/9,16472,16902,33374
2011/8/10,17174,17351,34525
2011/8/11,18117,17366,35483
2011/8/12,23823,21283,45106
2011/8/13,24106,21744,45850
2011/8/14,20649,23168,43817
2011/8/15,18711,19217,37928
2011/8/16,18098,17241,35339
2011/8/17,17988,16959,34947
2011/8/18,18143,16858,35001
2011/8/19,23650,21329,44979
2011/8/20,24913,22966,47879
2011/8/21,23183,25969,49152
2011/8/22,19031,19523,38554
2011/8/23,18474,18051,36525
2011/8/24,18700,17993,36693
2011/8/25,17804,17396,35200
2011/8/26,22845,21364,44209
2011/8/27,22298,21273,43571
2011/8/28,19480,21767,41247
2011/8/29,11940,12774,24714
2011/8/30,14112,13416,27528
2011/8/31,15223,14016,29239
2011/9/1,15543,14708,30251
2011/9/2,21239,19888,41127
2011/9/3,21970,20809,42779
2011/9/4,21466,23428,44894
2011/9/5,17844,17134,34978
2011/9/6,15783,15395,31178
2011/9/7,16382,15810,32192
2011/9/8,17585,16782,34367
2011/9/9,25324,22748,48072
2011/9/10,26640,23761,50401
2011/9/11,22346,23614,45960
2011/9/12,23842,28793,52635
2011/9/13,17106,19223,36329
2011/9/14,15381,15302,30683
2011/9/15,15238,15357,30595
2011/9/16,21711,20815,42526
2011/9/17,22381,22472,44853
2011/9/18,22818,25718,48536
2011/9/19,15172,16736,31908
2011/9/20,14795,14411,29206
2011/9/21,14677,14619,29296
2011/9/22,15096,13684,28780
2011/9/23,23226,20337,43563
2011/9/24,23778,22322,46100
2011/9/25,22992,25596,48588
2011/9/26,15837,15186,31023
2011/9/27,14303,13485,27788
2011/9/28,15761,14009,29770
2011/9/29,14931,14088,29019
2011/9/30,22950,20634,43584
2011/10/1,21945,21305,43250
2011/10/2,21000,24275,45275
2011/10/3,14347,15145,29492
2011/10/4,13606,13805,27411
2011/10/5,14763,14647,29410
2011/10/6,15816,15511,31327
2011/10/7,25918,23061,48979
2011/10/8,26566,24370,50936
2011/10/9,23380,24587,47967
2011/10/10,24816,28725,53541
2011/10/11,16560,17832,34392
2011/10/12,15179,14979,30158
2011/10/13,15922,14941,30863
2011/10/14,22539,19973,42512
2011/10/15,24663,23344,48007
2011/10/16,24722,26803,51525
2011/10/17,15898,15949,31847
2011/10/18,14842,13983,28825
2011/10/19,15921,14186,30107
2011/10/20,15509,14715,30224
2011/10/21,22661,19719,42380
2011/10/22,25532,23966,49498
2011/10/23,23599,26556,50155
2011/10/24,16224,15873,32097
2011/10/25,14440,13812,28252
2011/10/26,14865,14984,29849
2011/10/27,15442,15022,30464
2011/10/28,23239,20619,43858
2011/10/29,24000,22333,46333
2011/10/30,22842,26523,49365
2011/10/31,15912,17270,33182
2011/11/1,14101,13198,27299
2011/11/2,14574,14054,28628
2011/11/3,14952,13598,28550
2011/11/4,22805,19722,42527
2011/11/5,24199,22792,46991
2011/11/6,23714,26536,50250
2011/11/7,15939,15865,31804
2011/11/8,14224,13173,27397
2011/11/9,14646,13505,28151
2011/11/10,15034,13341,28375
2011/11/11,23048,20412,43460
2011/11/12,25616,23919,49535
2011/11/13,26277,29570,55847
2011/11/14,17679,18288,35967
2011/11/15,15507,14787,30294
2011/11/16,15952,15001,30953
2011/11/17,15841,14520,30361
2011/11/18,24746,22173,46919
2011/11/19,23977,22430,46407
2011/11/20,24835,28558,53393
2011/11/21,16481,17821,34302
2011/11/22,14959,14843,29802
2011/11/23,14793,14916,29709
2011/11/24,15749,15645,31394
2011/11/25,24171,22239,46410
2011/11/26,27148,26972,54120
2011/11/27,26042,29397,55439
2011/11/28,16653,17811,34464
2011/11/29,14841,14007,28848
2011/11/30,15479,14506,29985
2011/12/1,15857,13973,29830
2011/12/2,22694,20388,43082
2011/12/3,24888,24643,49531
2011/12/4,25297,28897,54194
2011/12/5,15130,15618,30748
2011/12/6,14530,13523,28053
2011/12/7,15815,15560,31375
2011/12/8,15621,15382,31003
2011/12/9,22692,20385,43077
2011/12/10,25389,23771,49160
2011/12/11,25653,28741,54394
2011/12/12,16764,17144,33908
2011/12/13,15394,14170,29564
2011/12/14,15254,14020,29274
2011/12/15,15884,14521,30405
2011/12/16,24036,20906,44942
2011/12/17,25513,23861,49374
2011/12/18,26410,29575,55985
2011/12/19,16450,16849,33299
2011/12/20,15106,14440,29546
2011/12/21,14627,13381,28008
2011/12/22,15245,14724,29969
2011/12/23,24588,21265,45853
2011/12/24,25989,25016,51005
2011/12/25,27352,30433,57785
2011/12/26,17104,17692,34796
2011/12/27,15351,14492,29843
2011/12/28,15307,14311,29618
2011/12/29,16064,14867,30931
2011/12/30,25023,21418,46441
2011/12/31,25816,24472,50288
2012/1/1,23677,30173,53850
2012/1/2,16474,18947,35421
2012/1/3,14408,14947,29355
2012/1/4,13679,14506,28185
2012/1/5,13968,14005,27973
2012/1/6,19965,19060,39025
2012/1/7,21183,22268,43451
2012/1/8,19807,24086,43893
2012/1/9,15743,17106,32849
2012/1/10,15464,15339,30803
2012/1/11,16460,15293,31753
2012/1/12,18276,16160,34436
2012/1/13,26658,22727,49385
2012/1/14,27653,25625,53278
2012/1/15,22676,26010,48686
2012/1/16,18343,18926,37269
2012/1/17,14625,15749,30374
2012/1/18,19315,18581,37896
2012/1/19,20289,18872,39161
2012/1/20,23007,21625,44632
2012/1/21,20174,18320,38494
2012/1/22,12637,11504,24141
2012/1/23,19026,19959,38985
2012/1/24,20244,21483,41727
2012/1/25,23944,25755,49699
2012/1/26,26491,27815,54306
2012/1/27,27092,29055,56147
2012/1/28,26217,27544,53761
2012/1/29,23002,25549,48551
2012/1/30,18927,20012,38939
2012/1/31,17866,18197,36063
2012/2/1,18342,18148,36490
2012/2/2,18587,18553,37140
2012/2/3,21318,20364,41682
2012/2/4,25024,24322,49346
2012/2/5,25264,26911,52175
2012/2/6,22792,23569,46361
2012/2/7,16276,16293,32569
2012/2/8,15838,14933,30771
2012/2/9,15919,15000,30919
2012/2/10,22787,20702,43489
2012/2/11,25921,24276,50197
2012/2/12,25766,28894,54660
2012/2/13,18128,18040,36168
2012/2/14,18134,17572,35706
2012/2/15,16731,17172,33903
2012/2/16,17061,16334,33395
2012/2/17,23489,20432,43921
2012/2/18,23713,22398,46111
2012/2/19,24038,26147,50185
2012/2/20,15995,15793,31788
2012/2/21,14933,13942,28875
2012/2/22,15537,14490,30027
2012/2/23,14909,13387,28296
2012/2/24,24210,20775,44985
2012/2/25,24782,22809,47591
2012/2/26,21724,22000,43724
2012/2/27,24020,25160,49180
2012/2/28,21088,24630,45718
2012/2/29,16445,16466,32911
2012/3/1,15849,14581,30430
2012/3/2,19914,17269,37183
2012/3/3,22597,20483,43080
2012/3/4,24224,26540,50764
2012/3/5,16415,16575,32990
2012/3/6,15488,14527,30015
2012/3/7,15277,14170,29447
2012/3/8,15836,14470,30306
2012/3/9,24206,21144,45350
2012/3/10,24580,22953,47533
2012/3/11,24858,28581,53439
2012/3/12,16537,16490,33027
2012/3/13,14574,13761,28335
2012/3/14,15031,14532,29563
2012/3/15,16480,16046,32526
2012/3/16,24543,22495,47038
2012/3/17,27054,27449,54503
2012/3/18,25566,28298,53864
2012/3/19,16472,17393,33865
2012/3/20,15189,14539,29728
2012/3/21,15654,14563,30217
2012/3/22,16465,14719,31184
2012/3/23,24594,21589,46183
2012/3/24,23567,22627,46194
2012/3/25,25790,28965,54755
2012/3/26,16729,16773,33502
2012/3/27,15452,14506,29958
2012/3/28,16050,14786,30836
2012/3/29,16875,15190,32065
2012/3/30,24979,21541,46520
2012/3/31,26230,24614,50844
2012/4/1,25779,29131,54910
2012/4/2,17850,18151,36001
2012/4/3,23554,21692,45246
2012/4/4,25897,27308,53205
2012/4/5,15852,16711,32563
2012/4/6,23360,20911,44271
2012/4/7,25601,24602,50203
2012/4/8,26727,30024,56751
2012/4/9,17185,17286,34471
2012/4/10,16112,15145,31257
2012/4/11,16825,15664,32489
2012/4/12,16677,15208,31885
2012/4/13,24037,21046,45083
2012/4/14,25941,25409,51350
2012/4/15,26825,30565,57390
2012/4/16,15004,15098,30102
2012/4/17,15203,14204,29407
2012/4/18,15794,14825,30619
2012/4/19,15990,14729,30719
2012/4/20,25234,22207,47441
2012/4/21,24340,23010,47350
2012/4/22,25517,28358,53875
2012/4/23,17779,17878,35657
2012/4/24,16075,15310,31385
2012/4/25,16085,15217,31302
2012/4/26,15233,14403,29636
2012/4/27,22433,20173,42606
2012/4/28,27385,26233,53618
2012/4/29,26460,28149,54609
2012/4/30,18934,19278,38212
2012/5/1,20312,20181,40493
2012/5/2,16504,15524,32028
2012/5/3,16301,14883,31184
2012/5/4,23503,21094,44597
2012/5/5,26684,25612,52296
2012/5/6,27344,29726,57070
2012/5/7,18151,18213,36364
2012/5/8,16276,15335,31611
2012/5/9,17118,16265,33383
2012/5/10,17360,15804,33164
2012/5/11,28324,24874,53198
2012/5/12,30823,28776,59599
2012/5/13,28864,33529,62393
2012/5/14,18889,20016,38905
2012/5/15,16159,15339,31498
2012/5/16,16272,15204,31476
2012/5/17,16129,14812,30941
2012/5/18,23105,20438,43543
2012/5/19,26428,25909,52337
2012/5/20,24969,26698,51667
2012/5/21,16677,16669,33346
2012/5/22,15681,14852,30533
2012/5/23,16101,15009,31110
2012/5/24,16619,15229,31848
2012/5/25,23759,20935,44694
2012/5/26,26772,25996,52768
2012/5/27,26211,28479,54690
2012/5/28,16090,16193,32283
2012/5/29,14855,14284,29139
2012/5/30,15321,14703,30024
2012/5/31,15307,14419,29726
2012/6/1,23243,20891,44134
2012/6/2,26622,25188,51810
2012/6/3,24205,27038,51243
2012/6/4,15709,15786,31495
2012/6/5,15827,14678,30505
2012/6/6,16049,15227,31276
2012/6/7,16785,15352,32137
2012/6/8,24968,22342,47310
2012/6/9,28142,29026,57168
2012/6/10,27118,28235,55353
2012/6/11,17349,17246,34595
2012/6/12,10715,9383,20098
2012/6/13,15196,14453,29649
2012/6/14,15881,14691,30572
2012/6/15,22122,19765,41887
2012/6/16,22339,21354,43693
2012/6/17,23105,25725,48830
2012/6/18,16546,16747,33293
2012/6/19,14528,13964,28492
2012/6/20,10246,9365,19611
2012/6/21,14296,13092,27388
2012/6/22,24740,21763,46503
2012/6/23,22227,20687,42914
2012/6/24,25261,28310,53571
2012/6/25,19895,20963,40858
2012/6/26,18262,17552,35814
2012/6/27,18070,17860,35930
2012/6/28,19055,18176,37231
2012/6/29,25016,23805,48821
2012/6/30,24968,24978,49946
2012/7/1,24535,26546,51081
2012/7/2,19269,20306,39575
2012/7/3,18401,18808,37209
2012/7/4,18952,18785,37737
2012/7/5,19415,19314,38729
2012/7/6,25503,24092,49595
2012/7/7,26196,25302,51498
2012/7/8,26806,29740,56546
2012/7/9,20650,22036,42686
2012/7/10,19163,19902,39065
2012/7/11,19602,20354,39956
2012/7/12,19838,20083,39921
2012/7/13,25184,24290,49474
2012/7/14,26391,25759,52150
2012/7/15,26151,29887,56038
2012/7/16,19408,21497,40905
2012/7/17,18608,19617,38225
2012/7/18,19355,19522,38877
2012/7/19,18974,18897,37871
2012/7/20,24597,22888,47485
2012/7/21,25202,23930,49132
2012/7/22,24772,27601,52373
2012/7/23,18753,19674,38427
2012/7/24,17917,18696,36613
2012/7/25,18301,18930,37231
2012/7/26,18411,18217,36628
2012/7/27,24625,22435,47060
2012/7/28,25300,24591,49891
2012/7/29,24582,27699,52281
2012/7/30,19494,19798,39292
2012/7/31,16023,15599,31622
2012/8/1,13179,12647,25826
2012/8/2,2878,2963,5841
2012/8/3,22656,19561,42217
2012/8/4,24476,23307,47783
2012/8/5,24912,28436,53348
2012/8/6,20501,21009,41510
2012/8/7,19209,19237,38446
2012/8/8,19217,19118,38335
2012/8/9,20042,20306,40348
2012/8/10,27093,25284,52377
2012/8/11,27651,27286,54937
2012/8/12,27596,31513,59109
2012/8/13,20760,22363,43123
2012/8/14,20218,20684,40902
2012/8/15,20221,20403,40624
2012/8/16,19505,18730,38235
2012/8/17,25327,23963,49290
2012/8/18,27243,26777,54020
2012/8/19,27593,31272,58865
2012/8/20,21412,21965,43377
2012/8/21,21185,21038,42223
2012/8/22,20012,19736,39748
2012/8/23,15006,15043,30049
2012/8/24,19504,17622,37126
2012/8/25,23099,22477,45576
2012/8/26,23681,26529,50210
2012/8/27,20377,21571,41948
2012/8/28,18697,18757,37454
2012/8/29,18675,18312,36987
2012/8/30,18197,17024,35221
2012/8/31,21681,19475,41156
2012/9/1,24451,24185,48636
2012/9/2,24110,26263,50373
2012/9/3,19087,19221,38308
2012/9/4,17492,16414,33906
2012/9/5,18106,17826,35932
2012/9/6,18112,17762,35874
2012/9/7,24338,22862,47200
2012/9/8,26335,25906,52241
2012/9/9,25666,29129,54795
2012/9/10,18167,19111,37278
2012/9/11,16804,17377,34181
2012/9/12,17851,17504,35355
2012/9/13,18141,17412,35553
2012/9/14,24692,22136,46828
2012/9/15,23112,22612,45724
2012/9/16,26656,29611,56267
2012/9/17,17213,18690,35903
2012/9/18,16193,16564,32757
2012/9/19,16295,16116,32411
2012/9/20,16813,16947,33760
2012/9/21,25247,23733,48980
2012/9/22,27240,26379,53619
2012/9/23,26029,29505,55534
2012/9/24,16865,17816,34681
2012/9/25,15955,15976,31931
2012/9/26,16566,15495,32061
2012/9/27,17758,16472,34230
2012/9/28,28204,23869,52073
2012/9/29,24530,23228,47758
2012/9/30,25823,30156,55979
2012/10/1,19179,20678,39857
2012/10/2,16029,15611,31640
2012/10/3,15988,14780,30768
2012/10/4,17117,15325,32442
2012/10/5,24916,22348,47264
2012/10/6,26422,25251,51673
2012/10/7,25850,29080,54930
2012/10/8,16735,17430,34165
2012/10/9,19603,19537,39140
2012/10/10,29291,29828,59119
2012/10/11,17613,17719,35332
2012/10/12,26363,23320,49683
2012/10/13,27077,26693,53770
2012/10/14,27993,31093,59086
2012/10/15,17893,17992,35885
2012/10/16,16174,15252,31426
2012/10/17,16768,16271,33039
2012/10/18,17249,16204,33453
2012/10/19,25920,23038,48958
2012/10/20,29021,28112,57133
2012/10/21,27447,30330,57777
2012/10/22,17581,17610,35191
2012/10/23,15819,15228,31047
2012/10/24,16476,15347,31823
2012/10/25,17274,15656,32930
2012/10/26,26162,23296,49458
2012/10/27,29732,28137,57869
2012/10/28,26992,30359,57351
2012/10/29,17103,17869,34972
2012/10/30,14981,14858,29839
2012/10/31,15346,13871,29217
2012/11/1,15966,14900,30866
2012/11/2,24716,22468,47184
2012/11/3,25231,24457,49688
2012/11/4,24959,28139,53098
2012/11/5,17170,17189,34359
2012/11/6,16362,15705,32067
2012/11/7,17453,16718,34171
2012/11/8,17610,16555,34165
2012/11/9,26300,23187,49487
2012/11/10,28413,27678,56091
2012/11/11,28705,31785,60490
2012/11/12,18978,19290,38268
2012/11/13,17023,16196,33219
2012/11/14,17023,16306,33329
2012/11/15,18308,16960,35268
2012/11/16,27830,24286,52116
2012/11/17,25814,25423,51237
2012/11/18,27083,30229,57312
2012/11/19,17992,18545,36537
2012/11/20,15862,15427,31289
2012/11/21,16233,15894,32127
2012/11/22,15438,14109,29547
2012/11/23,23849,21167,45016
2012/11/24,24723,24161,48884
2012/11/25,27343,30388,57731
2012/11/26,15890,16131,32021
2012/11/27,14634,14339,28973
2012/11/28,14959,15019,29978
2012/11/29,16192,15166,31358
2012/11/30,24569,21596,46165
2012/12/1,25697,24599,50296
2012/12/2,25623,28605,54228
2012/12/3,17753,17948,35701
2012/12/4,15746,14782,30528
2012/12/5,15513,14221,29734
2012/12/6,17549,16152,33701
2012/12/7,25546,23752,49298
2012/12/8,27891,26188,54079
2012/12/9,27567,30244,57811
2012/12/10,17918,19248,37166
2012/12/11,15816,15351,31167
2012/12/12,17052,15948,33000
2012/12/13,17119,16204,33323
2012/12/14,26280,23818,50098
2012/12/15,28938,28026,56964
2012/12/16,29212,32628,61840
2012/12/17,18430,18259,36689
2012/12/18,15274,14608,29882
2012/12/19,16425,15202,31627
2012/12/20,17344,16119,33463
2012/12/21,22380,19836,42216
2012/12/22,24201,22781,46982
2012/12/23,25896,28740,54636
2012/12/24,18079,18066,36145
2012/12/25,17831,17682,35513
2012/12/26,16947,16698,33645
2012/12/27,17957,17093,35050
2012/12/28,26911,24658,51569
2012/12/29,29269,27791,57060
2012/12/30,23047,23428,46475
2012/12/31,27232,28568,55800
2013/1/1,25441,31223,56664
2013/1/2,17354,17898,35252
2013/1/3,14484,14089,28573
2013/1/4,21645,19165,40810
2013/1/5,21202,20457,41659
2013/1/6,22773,24798,47571
2013/1/7,16534,16716,33250
2013/1/8,14822,14011,28833
2013/1/9,14830,14061,28891
2013/1/10,16345,15415,31760
2013/1/11,22874,21085,43959
2013/1/12,21954,20876,42830
2013/1/13,21949,23834,45783
2013/1/14,17556,17586,35142
2013/1/15,16370,15784,32154
2013/1/16,16490,15616,32106
2013/1/17,16781,15568,32349
2013/1/18,26130,23962,50092
2013/1/19,24898,24379,49277
2013/1/20,25763,28239,54002
2013/1/21,19561,20312,39873
2013/1/22,18200,18274,36474
2013/1/23,18669,18510,37179
2013/1/24,19377,18963,38340
2013/1/25,24046,22997,47043
2013/1/26,24605,23767,48372
2013/1/27,23498,25854,49352
2013/1/28,20164,20397,40561
2013/1/29,19169,19462,38631
2013/1/30,19736,19655,39391
2013/1/31,20300,20249,40549
2013/2/1,23809,24106,47915
2013/2/2,24098,24690,48788
2013/2/3,24018,25865,49883
2013/2/4,22083,21803,43886
2013/2/5,20005,21046,41051
2013/2/6,21553,22043,43596
2013/2/7,21242,21366,42608
2013/2/8,23951,23438,47389
2013/2/9,17160,15538,32698
2013/2/10,22735,24355,47090
2013/2/11,24287,25800,50087
2013/2/12,28343,30114,58457
2013/2/13,30447,32359,62806
2013/2/14,31363,33183,64546
2013/2/15,27791,29942,57733
2013/2/16,27735,29908,57643
2013/2/17,25818,28587,54405
2013/2/18,17571,19319,36890
2013/2/19,15216,16463,31679
2013/2/20,16150,18151,34301
2013/2/21,15910,16712,32622
2013/2/22,20215,19897,40112
2013/2/23,27490,26957,54447
2013/2/24,36064,39351,75415
2013/2/25,20797,22488,43285
2013/2/26,18942,21119,40061
2013/2/27,24011,26281,50292
2013/2/28,36970,39031,76001
2013/3/1,30033,35167,65200
2013/3/2,35852,39091,74943
2013/3/3,32704,37885,70589
2013/3/4,19286,21944,41230
2013/3/5,18290,21215,39505
2013/3/6,20304,22867,43171
2013/3/7,20597,21964,42561
2013/3/8,28384,30033,58417
2013/3/9,40652,42496,83148
2013/3/10,34489,42520,77009
2013/3/11,16837,18385,35222
2013/3/12,14698,15978,30676
2013/3/13,14811,16244,31055
2013/3/14,15329,16075,31404
2013/3/15,25272,23095,48367
2013/3/16,27419,26502,53921
2013/3/17,28298,31535,59833
2013/3/18,17823,18320,36143
2013/3/19,16536,15849,32385
2013/3/20,17409,16252,33661
2013/3/21,17138,15870,33008
2013/3/22,25161,22360,47521
2013/3/23,25918,24760,50678
2013/3/24,25127,28486,53613
2013/3/25,17595,17797,35392
2013/3/26,15970,15306,31276
2013/3/27,16331,15466,31797
2013/3/28,17313,16157,33470
2013/3/29,25053,22510,47563
2013/3/30,27398,27025,54423
2013/3/31,25049,29263,54312
2013/4/1,17358,18227,35585
2013/4/2,19523,18340,37863
2013/4/3,30513,26694,57207
2013/4/4,26429,25075,51504
2013/4/5,24305,24781,49086
2013/4/6,25156,26690,51846
2013/4/7,29662,34547,64209
2013/4/8,19445,20562,40007
2013/4/9,15729,16015,31744
2013/4/10,16807,16834,33641
2013/4/11,16601,15928,32529
2013/4/12,23091,21224,44315
2013/4/13,25834,25443,51277
2013/4/14,23373,26449,49822
2013/4/15,17527,18424,35951
2013/4/16,16467,15769,32236
2013/4/17,16804,16449,33253
2013/4/18,17113,16607,33720
2013/4/19,25029,23196,48225
2013/4/20,25573,24718,50291
2013/4/21,26049,29112,55161
2013/4/22,17557,17569,35126
2013/4/23,16467,16735,33202
2013/4/24,17089,16886,33975
2013/4/25,17343,17283,34626
2013/4/26,25236,23480,48716
2013/4/27,27274,26759,54033
2013/4/28,28079,31704,59783
2013/4/29,18061,19047,37108
2013/4/30,16935,17231,34166
2013/5/1,17458,17271,34729
2013/5/2,16805,16161,32966
2013/5/3,24645,22945,47590
2013/5/4,25550,25068,50618
2013/5/5,26882,30205,57087
2013/5/6,17977,18407,36384
2013/5/7,16498,16860,33358
2013/5/8,17054,16794,33848
2013/5/9,17979,17396,35375
2013/5/10,29400,26452,55852
2013/5/11,23235,22147,45382
